Record ID#,Jurisdiction Name,State,Jurisdiction Type,Date,Description,Finance Mechanism,"""Other"" Comment",Purpose,Total Funds at Stake,Conservation Funds at Stake,Total Funds Approved,Conservation Funds Approved,Pass?,Status,VotesYes,VotesNo,Total Votes,% Yes,% No,Notes,Expiration?,Year of Expiration,Year of Renewal,FIPS1,FIPS,Related Code - Political DB
9861,Snyderville Basin Special Recreation District,UT,Special District,11/2/2010,Bond for the preservation of open space and trails,Bond,,"Open space, farmland, trails","$20,000,000 ","$20,000,000 ","$20,000,000 ","$20,000,000 ",yes,Pass,"3,968","1,524","5,492",72.25%,27.75%,Western Summit County,no,,,49043,49043,49043
9883,West Valley,UT,Municipal,11/2/2010,Bond for parks and open space,Bond,,"Open space, parks, trails, recreation","$25,000,000 ","$25,000,000 ",,,no,Fail,"8,354","10,986","19,340",43.20%,56.80%,Salt Lake County,no,,,4983470,4983470,
9840,McKinney,TX,Municipal,5/8/2010,"Bond for parks, recreation, and open space",Bond,,"Open space, parks, recreation","$12,500,000 ","$6,000,000 ","$12,500,000 ","$6,000,000 ",yes,Pass,"1,769",687,"2,456",72.03%,27.97%,"Collin County, Prop 1",no,,,4845744,4845744,
9844,Richardson,TX,Municipal,5/8/2010,"Bond for parks, trails and recreational facilities",Bond,,"Parks, trails, recreation","$22,645,000 ","$4,083,500 ","$22,645,000 ","$4,083,500 ",yes,Pass,"4,010","2,987","6,997",57.31%,42.69%,"Proposition 2, Dallas County",no,,,4861796,4861796,
9864,San Antonio,TX,Municipal,11/2/2010,"5-year, extension of 1/8 of 1 percent sales tax for the Edwards Aquifer Protection Venue Project",Sales tax,,Watershed protection,"$90,000,000 ","$90,000,000 ","$90,000,000 ","$90,000,000 ",yes,Pass,"139,036","71,021","210,057",66.19%,33.81%,"Proposition 1, Bexar County.  This is the same sales tax used for the Parks Development and Expansion Venue Project.",no,,,4865000,4865000,
9865,San Antonio,TX,Municipal,11/2/2010,5-year extension of 1/8 of 1 percent sales tax for the Parks Development and Expansion Venue Project,Sales tax,,"Parks, open space, recreation","$45,000,000 ","$45,000,000 ","$45,000,000 ","$45,000,000 ",yes,Pass,"141,792","70,316","212,108",66.85%,33.15%,"Proposition 2, Bexar County. This is the same sales tax used for the Edwards Aquifer Protection Venue Project.",no,,,4865000,4865000,
9851,Dorchester County,SC,County,11/2/2010,"Bond for the protection of water quality, forests, parks, and wildlife habitat",Bond,,"Open space, forests, parks, trails, watershed protection, wildlife habitat, recreation","$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,"23,628","9,746","33,374",70.80%,29.20%,,no,,,45035,45035,45035
9870,Rhode Island,RI,State,11/2/2010,Bond for the protection of open space and parkland,Bond,,"Open space, parks, recreation","$14,700,000 ","$13,200,000 ","$14,700,000 ","$13,200,000 ",yes,Pass,"205,218","112,310","317,528",64.63%,35.37%,Question 4,no,,,44,44,44
9875,Narragansett,RI,Municipal,11/2/2010,Bond for open space purchases,Bond,,Open space ,"$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",yes,Pass,"3,156","2,785","5,941",53.12%,46.88%,,no,,,4400948340,4400948340,
9893,East Coventry Township,PA,Municipal,11/2/2010,".25 percent earned income tax increase for open space, farmland, and recreational lands",Income tax,,"Open space, farmland, recreation","$7,650,000 ","$7,650,000 ","$7,650,000 ","$7,650,000 ",yes,Pass,"1,106",965,"2,071",53.40%,46.60%,Chester County,no,,,4202921008,4202921008,
9873,Tigard,Ore,Municipal,11/2/2010,Bond for the acquisition of parkland,Bond,,"Open space, parks, recreation","$17,000,000 ","$13,600,000 ","$17,000,000 ","$13,600,000 ",yes,Pass,"9,122","8,352","17,474",52.20%,47.80%,"Washington County, Measure 34-181",no,,,4173650,4173650,
9874,Oregon,Ore,State,11/2/2010,"Constitutional amendment extending and dedicating 15 percent of lottery proceeds for parks, beaches, wildlife, watershed protection",Other,Lottery,"Open space, parks, wildlife habitat, watershed protection","$1,740,000,000 ","$1,740,000,000 ","$1,740,000,000 ","$1,740,000,000 ",yes,Pass,"972,825","432,552","1,405,377",69.22%,30.78%,Measure 76,no,,,41,41,41
9841,Granville Township,OH,Municipal,5/4/2010,"5-year, renewal of 2.5 mill property tax levy for open space and farmland",Property tax,,"Open space, farmland","$3,630,000 ","$3,630,000 ","$3,630,000 ","$3,630,000 ",yes,Pass,"1,653",761,"2,414",68.48%,31.52%,Licking County,yes,2015,,3908931416,3908931416,
9859,MetroParks of Butler County,OH,County,11/2/2010,"6-year, .5 mill levy for operations, maintenance, and land acquisition",Property tax,,"Parks, recreation, wildlife habitat, watershed protection","$22,800,000 ","$4,500,000 ","$22,800,000 ","$4,500,000 ",yes,Pass,"60,907","57,859","118,766",51.28%,48.72%,Issue 4,yes,2016,,39017,39017,39017
9862,Pound Ridge,NY,Municipal,11/2/2010,"10-year, .5 to 1 mill property tax levy for open space acquisition",Property tax,,Open space,"$3,422,000 ","$3,422,000 ","$3,422,000 ","$3,422,000 ",yes,Pass,"1,078",682,"1,760",61.25%,38.75%,Westchester County,yes,2020,,3611959685,3611959685,
9857,Old Bridge Township,NJ,Municipal,11/2/2010,"10-year, 2 cents per $100 continuation of open space tax",Property tax,,"Open space, farmland, recreation","$6,000,000 ","$6,000,000 ",,,no,Fail,"3,955","5,056","9,011",43.89%,56.11%,Middlesex County,no,,,3402354705,3402354705,
9876,Cedar Grove Township,NJ,Municipal,11/2/2010,"2-year, 2 cents per $100 property tax extension for open space and recreation",Property tax,,"Open space, recreation","$133,807 ","$133,807 ","$133,807 ","$133,807 ",yes,Pass,"1,762","1,236","2,998",58.77%,41.23%,"Essex County, On May 14, 2013 voters approved a diversion of a portion of open space funds for tax relief",yes,2012,,3401311200,3401311200,
9891,Park Ridge Borough,NJ,Municipal,11/2/2010,"Establishment of 1 cent property tax for open space, farmland, and recreational lands",Property tax,,"Open space, farmland, recreation","$3,996,771 ","$3,996,771 ",,,no,Fail,882,"1,543","2,425",36.37%,63.63%,Bergen County,no,,,3456130,3456130,
9892,Woodcliff Lake Borough,NJ,Municipal,11/2/2010,"5-year, continuation of 1 cent open space tax",Property tax,,"Open space, parks, recreation","$854,795 ","$854,795 ","$854,795 ","$854,795 ",yes,Pass,"1,074",550,"1,624",66.13%,33.87%,Bergen County,yes,2015,,3482300,3482300,
9897,Green Brook Township,NJ,Municipal,11/2/2010,"10-year, .5 cent property tax to reestablish open space program ",Property tax,,Open space ,"$735,545 ","$735,545 ","$735,545 ","$735,545 ",yes,Pass,907,682,"1,589",57.08%,42.92%,Somerset County,yes,2020,,3403527510,3403527510,
9845,Gastonia,NC,Municipal,5/4/2010,Bond for parks and recreational improvements,Bond,,"Parks, recreation, trails, greenways","$4,635,000 ","$1,000,000 ",,,no,Fail,"2,298","2,412","4,710",48.79%,51.21%,Gaston County,no,,,3725580,3725580,
9880,Columbia,MO,Municipal,11/2/2010,"5-year, 1/8 cent sales tax for parks and new land acquisition",Sales tax,,"Open space, parks, wildlife habitat, recreation, trails, greenways","$12,000,000 ","$4,095,000 ","$12,000,000 ","$4,095,000 ",yes,Pass,"20,520","11,361","31,881",64.36%,35.64%,Boone County,no,2015,,2915670,2915670,
9866,Oakland County,MI,County,8/3/2010,"10-year, .2415 mill levy for operating, maintaining and acquiring parks and recreation areas",Property tax,,"Parks, trails, recreation","$109,000,000 ","$20,000,000 ","$109,000,000 ","$20,000,000 ",yes,Pass,"176,415","54,309","230,724",76.46%,23.54%,,yes,2021,,26125,26125,26125
9868,St. Clair County,MI,County,8/3/2010,"6-year, .4954 mill levy renewal for parks and recreation",Property tax,,"Parks, recreation, open space","$19,525,260 ","$4,881,315 ","$19,525,260 ","$4,881,315 ",yes,Pass,"22,822","9,103","31,925",71.49%,28.51%,,yes,2015,,26147,26147,26147
9878,Washtenaw County,MI,County,11/2/2010,"10-year, renewal of .2409 natural areas millage for land conservation",Property tax,,"Open space, wildlife habitat, watershed protection","$34,920,000 ","$34,920,000 ","$34,920,000 ","$34,920,000 ",yes,Pass,"62,739","46,565","109,304",57.40%,42.60%,,yes,2021,,26161,26161,26161
9882,Meridian Township,MI,Municipal,11/2/2010,"10-year, renewal and reduction of .75 mill levy to .33 mills for land preservation",Property tax,,"Open space, farmland","$5,363,950 ","$5,363,950 ","$5,363,950 ","$5,363,950 ",yes,Pass,"9,815","5,392","15,207",64.54%,35.46%,Ingham County,yes,2020,,2606553140,2606553140,
9843,Maine,ME,State,11/2/2010,Bond for the Land for Maine's Future program,Bond,,"Open space, farmland, watershed protection","$9,750,000 ","$9,750,000 ","$9,750,000 ","$9,750,000 ",yes,Pass,"331,919","227,182","559,101",59.37%,40.63%,Question 3,no,,,23,23,23
10139,Baltimore County,MD,County,11/2/2010,Bond for agricultural and rural land preservation,Bond,,Farmland,"$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,"163,851","93,325","257,176",63.71%,36.29%,,no,,,24005,24005,24005
9802,Sunderland,MA,Municipal,5/1/2010,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$1,834,948 ","$611,649 ",,,no,Fail,255,299,554,46.03%,53.97%,Question 2,no,,,2501168400,2501168400,
9803,Dighton,MA,Municipal,4/10/2010,"Community Preservation Act, 1% property tax surcharge",Property tax,,Open space,"$1,605,208 ","$535,069 ","$1,605,208 ","$535,069 ",yes,Pass,583,475,"1,058",55.10%,44.90%,,no,,,2500516950,2500516950,
9847,Manchester-by-the-Sea,MA,Municipal,5/18/2010,"Community Preservation Act, .5 to 1.5% property tax surcharge",Property tax,,Open space,"$3,345,600 ","$1,115,200 ","$3,345,600 ","$1,115,200 ",yes,Pass,662,463,"1,125",58.84%,41.16%,,no,,,2500937995,2500937995,
9850,Gosnold,MA,Municipal,11/2/2010,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$150,210 ","$50,070 ","$150,210 ","$50,070 ",yes,Pass,43,23,66,65.15%,34.85%,,no,,,2500726325,2500726325,
9852,Middleborough,MA,Municipal,11/2/2010,"Community Preservation Act, 1% property tax surcharge",Property tax,,Open space,"$4,212,386 ","$1,404,129 ","$4,212,386 ","$1,404,129 ",yes,Pass,"4,371","3,795","8,166",53.53%,46.47%,,no,,,2502340850,2502340850,
9885,Belmont,MA,Municipal,11/2/2010,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$16,089,038 ","$5,363,013 ","$16,089,038 ","$5,363,013 ",yes,Pass,"5,394","5,175","10,569",51.04%,48.96%,,no,,,2501705070,2501705070,
9886,Marlborough,MA,Municipal,11/2/2010,"Community Preservation Act, 2% property tax surcharge",Property tax,,Open space,"$24,680,638 ","$8,226,879 ",,,no,Fail,"5,331","5,777","11,108",47.99%,52.01%,,no,,,2501738715,2501738715,
9887,Sunderland,MA,Municipal,11/2/2010,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$1,837,418 ","$612,473 ","$1,837,418 ","$612,473 ",yes,Pass,782,489,"1,271",61.53%,38.47%,,no,,,2501168400,2501168400,
10147,Orleans,MA,Municipal,5/18/2010,Debt exclusion measure to protect drinking water on 22 acre Matthews Property,Bond,,"Open space, watershed protection","$375,000 ","$375,000 ","$375,000 ","$375,000 ",yes,Pass,"1,539",487,"2,026",75.96%,24.04%,"Debt exclusion, Barnstable County",no,,,2500151440,2500151440,
9801,Iowa,IA,State,11/2/2010,"Authorizes the establishment of the Natural Resources and Outdoor Recreation Trust Fund and dedicates a future 3/8-cent sales tax increase to the Trust Fund to protect farmland, and improve water quality and natural areas including parks, trails, and fish and wildlife habitat.",Sales tax,,"Watershed protection, wildlife habitat, parks, trails, open space",,,,,yes,Pass,"629,235","376,377","1,005,612",62.57%,37.43%,Constitutional Amendment which if approved by voters requires legislative approval as well,no,,,19,19,19
9858,Hawaii County,HI,County,11/2/2010,Charter Amendment dedicating at least 1 percent of property tax revenue for land conservation,Property tax,,"Open space, wildlife habitat, recreation, watershed protection, farmland, forests",,,,,yes,Pass,"30,998","16,307","47,305",65.53%,34.47%,"Proposal #1, would amend open space fund ordinance passed in 2006 making the 1 percent allocation permanent.",no,,,15001,15001,15001
9849,Ormond Beach,FL,Municipal,8/24/2010,Bond to purchase oceanfront park,Bond,,"Open space, parks, recreation","$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,"5,029","3,443","8,472",59.36%,40.64%,Volusia County,no,,,1253150,1253150,
9879,Tavares,FL,Municipal,11/2/2010,Bond for Wooten Park expansion,Bond,,"Open space, parks, recreation","$8,500,000 ","$8,500,000 ",,,no,Fail,"2,328","2,717","5,045",46.14%,53.86%,Lake County,no,,,1271225,1271225,
9834,Madison ,CT,Municipal,1/26/2010,Bond for the purchase of open space,Bond,,"Open space, recreation","$9,000,000 ","$9,000,000 ","$9,000,000 ","$9,000,000 ",yes,Pass,"3,275","2,444","5,719",57.27%,42.73%,,no,,,900944560,900944560,
9867,Sherman,CT,Municipal,5/15/2010,Bond to purchase land known as Happy Acres Farm,Bond,,Farmland,"$2,250,000 ","$2,250,000 ","$2,250,000 ","$2,250,000 ",yes,Pass,728,268,996,73.09%,26.91%,Question 3,no,,,900168310,900168310,
9894,Mansfield,CT,Municipal,11/2/2010,Bond for the acquisition of open space and recreational lands,Bond,,"Open space, recreation","$1,040,000 ","$1,040,000 ","$1,040,000 ","$1,040,000 ",yes,Pass,"3,499","1,861","5,360",65.28%,34.72%,,no,,,901344910,901344910,
9842,South Suburban Park and Recreation District,CO,Special District,5/4/2010,"10-year, 1-mill property tax renewal for open space, parks, development and maintenance",Property tax,,"Open space, parks, recreation, greenways, trails","$20,000,000 ","$10,000,000 ","$20,000,000 ","$10,000,000 ",yes,Pass,"15,057","7,608","22,665",66.43%,33.57%,,yes,2020,,,,
9871,Boulder County,CO,County,11/2/2010,"20-year, .15 percent sales tax extension for open space purchases",Sales tax,,Open space,"$106,000,000 ","$106,000,000 ","$106,000,000 ","$106,000,000 ",yes,Pass,"60,673","59,644","120,317",50.43%,49.57%,Issue 1B,yes,2030,,8013,8013,8013
9884,Snowmass Village,CO,Municipal,11/2/2010,"7-year, .81 mill levy to purchase parcel of open space",Property tax,,"Open space, wildlife habitat, recreation","$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",yes,Pass,555,443,998,55.61%,44.39%,"Pitkin County, Referendum 2E",yes,2017,,871755,871755,
9856,California,CA,State,11/2/2010,"Proposition 21, $18 vehicle license fee to provide funding for state parks and wildlife conservation",Other,Vehicle license fee,"Parks, wildlife habitat, recreation","$10,000,000,000 ","$1,500,000,000 ",,,no,Fail,"4,190,793","5,615,729","9,806,522",42.73%,57.27%,,no,,,6,6,6
9927,San Juan County,WA,County,11/8/2011,"12-year, extension of one percent real estate excise tax for the acquisition of conservation areas",Real estate transfer tax,,"Open space, farmland, wildlife habitat, recreation, trails, forest","$16,320,000 ","$16,320,000 ","$16,320,000 ","$16,320,000 ",yes,Pass,"4,168","3,726","7,894",52.80%,47.20%,"Citizen Petition, Proposition 1",yes,2026,,53055,53055,53055
9918,Travis County,TX,County,11/8/2011,Bond for park acquisition and improvements,Bond,,"Parks, watershed protection, open space, farmland, recreation","$82,105,000 ","$49,995,000 ","$82,105,000 ","$49,995,000 ",yes,Pass,"29,304","20,388","49,692",58.97%,41.03%,"Proposition 2,  Proposition 1 is county road bond",no,,,48453,48453,48453
9899,Franklin Township,PA,Municipal,5/17/2011,.5 percent earned income tax increase for the preservation of open space and farmland,Income tax,,"Open space, farmland","$8,800,000 ","$8,800,000 ",,,no,Fail,616,679,"1,295",47.57%,52.43%,"Chester County, If approved the voter approved 2002 open space property tax would be replaced with this funding mechanism.  If it fails the property tax remains in place.  ",no,,,4202927376,4202927376,
9913,Franklin Township,PA,Municipal,11/8/2011,.5 percent earned income tax increase for the preservation of open space and farmland,Income tax,,"Open space, farmland","$8,800,000 ","$8,800,000 ",,,no,Fail,594,847,"1,441",41.22%,58.78%,"Chester County, If approved the voter approved 2002 open space property tax would be replaced with this funding mechanism.  If it fails the property tax remains in place. ",no,,,4202927376,4202927376,
9915,Allen Township,PA,Municipal,11/8/2011,.25 percent earned income tax increase for farmland and open space preservation,Income tax,,"Open space, farmland","$2,610,555 ","$2,610,555 ",,,no,Fail,258,335,593,43.51%,56.49%,Northampton County,no,,,4209500948,4209500948,
9929,Lower Saucon Township,PA,Municipal,11/8/2011,"5-year, Continuation of .25 percent earned income tax for acquisition of natural areas",Income tax,,"Open space, recreation, forests, farmland","$4,125,000 ","$4,125,000 ","$4,125,000 ","$4,125,000 ",yes,Pass,692,531,"1,223",56.58%,43.42%,Northampton County,yes,,,4209545104,4209545104,
9925,Gates Mills,OH,Municipal,11/8/2011,"5-year, 1 mill property tax renewal for land conservation and open space purposes",Property tax,,"Open space, recreation, wildlife habitat, watershed protection, farmland","$1,000,000 ","$1,000,000 ","$1,000,000 ","$1,000,000 ",yes,Pass,775,355,"1,130",68.58%,31.42%,"Issue 59, Cuyahoga County",no,,,3929498,3929498,
9906,Haddonfield Borough,NJ,Municipal,11/8/2011,"5-year, 1-cent per $100 property tax renewal for open space trust fund",Property tax,,"Open space, parks, recreation","$1,132,110 ","$1,132,110 ","$1,132,110 ","$1,132,110 ",yes,Pass,"1,938",707,"2,645",73.27%,26.73%,Camden County,yes,2016,,3428770,3428770,
9908,Wyckoff Township,NJ,Municipal,11/8/2011,"5-year, .5 cent per $100 property tax renewal for the preservation of open space",Property tax,,"Open space, parks, recreation","$1,198,400 ","$1,198,400 ","$1,198,400 ","$1,198,400 ",yes,Pass,"2,788",882,"3,670",75.97%,24.03%,Bergen County,yes,2016,,3400383050,3400383050,
9909,River Edge Borough,NJ,Municipal,11/8/2011,"5-year, 1 cent per $100 property tax renewal for the purchase and maintenance of conservation and recreational lands",Property tax,,"Open space, parks, recreation","$810,000 ","$810,000 ",,,no,Fail,"1,197","1,340","2,537",47.18%,52.82%,Bergen County,yes,2017,,3463360,3463360,
9910,Andover Borough,NJ,Municipal,11/8/2011,1 to 4 cent per $100 property tax to establish an open space trust fund,Property tax,,"Open space, recreation, wildlife habitat, watershed protection, farmland","$113,214 ","$113,214 ","$113,214 ","$113,214 ",yes,Pass,111,21,132,84.09%,15.91%,Sussex County,no,,,3401330,3401330,
9912,Little Falls Township,NJ,Municipal,11/8/2011,2 cents per $100 property tax to establish an open space trust fund,Property tax,,"Open space, parks, recreation","$7,719,164 ","$7,719,164 ","$7,719,164 ","$7,719,164 ",yes,Pass,918,803,"1,721",53.34%,46.66%,Passaic County,no,,,3403140620,3403140620,
